,AverageTemperature,AverageTemperatureUncertainty,Country,Year,Month,Day
100173,-10.332,0.25,Canada,2011,11,1
100174,-15.815,0.275,Canada,2011,12,1
100175,-20.472,0.212,Canada,2012,1,1
100176,-16.499000000000002,0.162,Canada,2012,2,1
100177,-13.599,0.186,Canada,2012,3,1
100178,-5.276,0.347,Canada,2012,4,1
100179,4.045,0.281,Canada,2012,5,1
100180,11.008,0.395,Canada,2012,6,1
100181,14.796,0.261,Canada,2012,7,1
100182,13.045,0.245,Canada,2012,8,1
100183,7.907,0.237,Canada,2012,9,1
100184,-1.814,0.336,Canada,2012,10,1
100185,-12.093,0.414,Canada,2012,11,1
100186,-19.17,0.525,Canada,2012,12,1
100187,-21.633000000000003,0.239,Canada,2013,1,1
100188,-18.896,0.479,Canada,2013,2,1
100189,-14.001,0.356,Canada,2013,3,1
100190,-7.849,0.344,Canada,2013,4,1
100191,2.926,0.247,Canada,2013,5,1
100192,10.8,0.298,Canada,2013,6,1
100193,13.333,0.354,Canada,2013,7,1
100194,12.632,0.264,Canada,2013,8,1
100195,7.922000000000001,2.222,Canada,2013,9,1
109864,14.24,0.255,Chile,1990,1,1
109865,14.325,0.29,Chile,1990,2,1
109866,12.352,0.249,Chile,1990,3,1
109867,9.345,0.214,Chile,1990,4,1
109868,7.626,0.207,Chile,1990,5,1
109869,5.651,0.307,Chile,1990,6,1
109870,5.495,0.23,Chile,1990,7,1
109871,6.948,0.315,Chile,1990,8,1
109872,7.905,0.39,Chile,1990,9,1
109873,9.808000000000002,0.299,Chile,1990,10,1
109874,11.291,0.259,Chile,1990,11,1
109875,12.989,0.215,Chile,1990,12,1
109876,13.993,0.211,Chile,1991,1,1
109877,13.857,0.246,Chile,1991,2,1
109878,12.482,0.235,Chile,1991,3,1
109879,10.324000000000002,0.182,Chile,1991,4,1
109880,8.175,0.286,Chile,1991,5,1
109881,5.65,0.293,Chile,1991,6,1
109882,5.0200000000000005,0.293,Chile,1991,7,1
109883,5.938,0.184,Chile,1991,8,1
109884,8.3,0.238,Chile,1991,9,1
109885,9.202,0.235,Chile,1991,10,1
109886,11.612,0.244,Chile,1991,11,1
109887,12.152,0.315,Chile,1991,12,1
109888,14.688,0.254,Chile,1992,1,1
109889,13.317,0.394,Chile,1992,2,1
109890,13.42,0.277,Chile,1992,3,1
109891,10.135000000000002,0.314,Chile,1992,4,1
109892,7.449,0.336,Chile,1992,5,1
109893,5.257999999999999,0.298,Chile,1992,6,1
109894,3.9540000000000006,0.238,Chile,1992,7,1
109895,6.4380000000000015,0.373,Chile,1992,8,1
109896,7.74,0.35,Chile,1992,9,1
109897,9.354,0.234,Chile,1992,10,1
109898,11.91,0.295,Chile,1992,11,1
109899,13.19,0.417,Chile,1992,12,1
109900,14.158,0.225,Chile,1993,1,1
109901,14.106,0.294,Chile,1993,2,1
109902,13.165,0.374,Chile,1993,3,1
109903,10.04,0.293,Chile,1993,4,1
109904,7.336,0.275,Chile,1993,5,1
109905,5.489,0.339,Chile,1993,6,1
109906,5.04,0.356,Chile,1993,7,1
109907,6.986000000000001,0.362,Chile,1993,8,1
109908,8.059000000000001,0.326,Chile,1993,9,1
109909,10.088,0.245,Chile,1993,10,1
109910,11.722,0.2,Chile,1993,11,1
109911,13.146,0.23,Chile,1993,12,1
109912,14.533,0.228,Chile,1994,1,1
109913,13.267,0.278,Chile,1994,2,1
109914,12.927,0.217,Chile,1994,3,1
109915,10.0,0.354,Chile,1994,4,1
109916,7.92,0.355,Chile,1994,5,1
109917,6.47,0.457,Chile,1994,6,1
109918,4.988,0.296,Chile,1994,7,1
109919,6.5600000000000005,0.251,Chile,1994,8,1
109920,8.429,0.259,Chile,1994,9,1
109921,9.868,0.232,Chile,1994,10,1
109922,11.918,0.255,Chile,1994,11,1
109923,13.772,0.425,Chile,1994,12,1
109924,14.183000000000002,0.266,Chile,1995,1,1
109925,13.514,0.271,Chile,1995,2,1
109926,12.258,0.294,Chile,1995,3,1
109927,10.457,0.349,Chile,1995,4,1
109928,7.893,0.376,Chile,1995,5,1
109929,5.64,0.365,Chile,1995,6,1
109930,4.208,0.295,Chile,1995,7,1
109931,5.3660000000000005,0.383,Chile,1995,8,1
109932,7.925000000000002,0.302,Chile,1995,9,1
109933,9.78,0.254,Chile,1995,10,1
109934,11.906,0.34,Chile,1995,11,1
109935,14.289,0.254,Chile,1995,12,1
109936,13.38,0.243,Chile,1996,1,1
109937,13.304,0.225,Chile,1996,2,1
109938,12.754,0.194,Chile,1996,3,1
109939,9.499,0.29,Chile,1996,4,1
109940,8.132,0.252,Chile,1996,5,1
109941,4.575,0.394,Chile,1996,6,1
109942,5.465,0.366,Chile,1996,7,1
109943,6.948,0.238,Chile,1996,8,1
109944,8.214,0.343,Chile,1996,9,1
109945,9.847,0.195,Chile,1996,10,1
109946,11.816,0.327,Chile,1996,11,1
109947,13.162,0.366,Chile,1996,12,1
109948,14.35,0.242,Chile,1997,1,1
109949,13.112,0.238,Chile,1997,2,1
109950,13.182,0.4,Chile,1997,3,1
109951,10.845999999999998,0.381,Chile,1997,4,1
109952,8.443999999999999,0.393,Chile,1997,5,1
109953,6.523,0.521,Chile,1997,6,1
109954,6.232,0.366,Chile,1997,7,1
109955,7.235,0.455,Chile,1997,8,1
109956,8.692,0.193,Chile,1997,9,1
109957,9.741,0.3,Chile,1997,10,1
109958,12.019,0.266,Chile,1997,11,1
109959,13.668,0.211,Chile,1997,12,1
109960,14.601,0.23,Chile,1998,1,1
109961,14.544,0.35,Chile,1998,2,1
109962,12.99,0.352,Chile,1998,3,1
109963,10.599,0.402,Chile,1998,4,1
109964,8.634,0.394,Chile,1998,5,1
109965,6.354,0.223,Chile,1998,6,1
109966,6.513,0.324,Chile,1998,7,1
109967,6.63,0.311,Chile,1998,8,1
109968,7.447999999999999,0.248,Chile,1998,9,1
109969,10.231000000000002,0.435,Chile,1998,10,1
109970,11.595999999999998,0.225,Chile,1998,11,1
109971,13.369000000000002,0.29,Chile,1998,12,1
109972,14.143,0.191,Chile,1999,1,1
109973,14.352,0.312,Chile,1999,2,1
109974,12.307,0.316,Chile,1999,3,1
109975,9.455,0.362,Chile,1999,4,1
109976,7.647,0.316,Chile,1999,5,1
109977,5.057,0.288,Chile,1999,6,1
109978,4.721,0.315,Chile,1999,7,1
109979,6.7040000000000015,0.201,Chile,1999,8,1
109980,8.476,0.217,Chile,1999,9,1
109981,10.11,0.358,Chile,1999,10,1
109982,11.904000000000002,0.24,Chile,1999,11,1
109983,13.079,0.2,Chile,1999,12,1
109984,14.225,0.243,Chile,2000,1,1
109985,13.531,0.231,Chile,2000,2,1
109986,11.88,0.271,Chile,2000,3,1
109987,10.153,0.145,Chile,2000,4,1
109988,7.415,0.268,Chile,2000,5,1
109989,5.482,0.261,Chile,2000,6,1
109990,4.42,0.344,Chile,2000,7,1
109991,6.4990000000000006,0.301,Chile,2000,8,1
109992,7.064,0.3229999999999999,Chile,2000,9,1
109993,9.911,0.291,Chile,2000,10,1
109994,11.095999999999998,0.243,Chile,2000,11,1
109995,13.093,0.268,Chile,2000,12,1
109996,13.798,0.364,Chile,2001,1,1
109997,14.092,0.345,Chile,2001,2,1
109998,12.254,0.205,Chile,2001,3,1
109999,9.687,0.357,Chile,2001,4,1
110000,7.146,0.324,Chile,2001,5,1
110001,5.499,0.5429999999999999,Chile,2001,6,1
110002,4.684,0.294,Chile,2001,7,1
110003,6.7330000000000005,0.216,Chile,2001,8,1
110004,7.78,0.213,Chile,2001,9,1
110005,10.29,0.423,Chile,2001,10,1
110006,11.852,0.597,Chile,2001,11,1
110007,14.021,0.315,Chile,2001,12,1
110008,14.288,0.353,Chile,2002,1,1
110009,14.135,0.313,Chile,2002,2,1
110010,12.064,0.265,Chile,2002,3,1
110011,9.698,0.265,Chile,2002,4,1
110012,7.46,0.325,Chile,2002,5,1
110013,4.143,0.338,Chile,2002,6,1
110014,5.417999999999999,0.343,Chile,2002,7,1
110015,6.85,0.299,Chile,2002,8,1
110016,8.377,0.199,Chile,2002,9,1
110017,9.789,0.239,Chile,2002,10,1
110018,11.456,0.264,Chile,2002,11,1
110019,13.231,0.208,Chile,2002,12,1
110020,14.225,0.268,Chile,2003,1,1
110021,13.895,0.266,Chile,2003,2,1
110022,12.911,0.279,Chile,2003,3,1
110023,9.662,0.3,Chile,2003,4,1
110024,8.038,0.429,Chile,2003,5,1
110025,6.502999999999999,0.446,Chile,2003,6,1
110026,6.025,0.48,Chile,2003,7,1
110027,6.67,0.405,Chile,2003,8,1
110028,8.263,0.226,Chile,2003,9,1
110029,10.22,0.418,Chile,2003,10,1
110030,12.064,0.23,Chile,2003,11,1
110031,12.465,0.245,Chile,2003,12,1
110032,14.773,0.376,Chile,2004,1,1
110033,14.459,0.293,Chile,2004,2,1
110034,13.319,0.222,Chile,2004,3,1
110035,10.284,0.215,Chile,2004,4,1
110036,6.801,0.371,Chile,2004,5,1
110037,6.534,0.347,Chile,2004,6,1
110038,5.3500000000000005,0.42,Chile,2004,7,1
110039,6.812,0.188,Chile,2004,8,1
110040,8.519,0.204,Chile,2004,9,1
110041,9.971,0.281,Chile,2004,10,1
110042,11.974,0.262,Chile,2004,11,1
110043,13.674,0.26,Chile,2004,12,1
110044,14.213,0.29,Chile,2005,1,1
110045,15.089,0.374,Chile,2005,2,1
110046,12.62,0.232,Chile,2005,3,1
110047,9.596,0.31,Chile,2005,4,1
110048,7.156000000000001,0.309,Chile,2005,5,1
110049,5.452000000000001,0.352,Chile,2005,6,1
110050,5.477,0.255,Chile,2005,7,1
110051,6.492999999999999,0.266,Chile,2005,8,1
110052,7.69,0.232,Chile,2005,9,1
110053,9.461,0.284,Chile,2005,10,1
110054,12.074000000000002,0.188,Chile,2005,11,1
110055,13.380999999999998,0.319,Chile,2005,12,1
110056,14.493,0.444,Chile,2006,1,1
110057,14.656,0.39,Chile,2006,2,1
110058,12.602,0.378,Chile,2006,3,1
110059,9.984,0.428,Chile,2006,4,1
110060,7.671,0.388,Chile,2006,5,1
110061,6.18,0.487,Chile,2006,6,1
110062,6.195,0.294,Chile,2006,7,1
110063,6.473,0.277,Chile,2006,8,1
110064,8.482999999999999,0.301,Chile,2006,9,1
110065,10.224,0.202,Chile,2006,10,1
110066,11.922,0.22,Chile,2006,11,1
110067,13.205,0.276,Chile,2006,12,1
110068,14.574000000000002,0.255,Chile,2007,1,1
110069,13.759,0.353,Chile,2007,2,1
110070,12.77,0.182,Chile,2007,3,1
110071,10.039,0.259,Chile,2007,4,1
110072,6.46,0.387,Chile,2007,5,1
110073,4.987,0.476,Chile,2007,6,1
110074,4.288,0.302,Chile,2007,7,1
110075,4.803999999999999,0.254,Chile,2007,8,1
110076,7.851,0.4320000000000001,Chile,2007,9,1
110077,9.661,0.375,Chile,2007,10,1
110078,11.446,0.21,Chile,2007,11,1
110079,13.24,0.21,Chile,2007,12,1
110080,14.961,0.376,Chile,2008,1,1
110081,14.931,0.249,Chile,2008,2,1
110082,13.175,0.267,Chile,2008,3,1
110083,9.617,0.246,Chile,2008,4,1
110084,6.863,0.436,Chile,2008,5,1
110085,5.312,0.243,Chile,2008,6,1
110086,5.6960000000000015,0.467,Chile,2008,7,1
110087,6.029,0.479,Chile,2008,8,1
110088,8.127,0.363,Chile,2008,9,1
110089,10.175,0.275,Chile,2008,10,1
110090,12.695,0.239,Chile,2008,11,1
110091,14.369000000000002,0.228,Chile,2008,12,1
110092,14.442,0.22,Chile,2009,1,1
110093,14.242,0.239,Chile,2009,2,1
110094,13.251,0.186,Chile,2009,3,1
110095,11.064,0.332,Chile,2009,4,1
110096,8.046,0.245,Chile,2009,5,1
110097,5.835,0.264,Chile,2009,6,1
110098,5.088,0.309,Chile,2009,7,1
110099,6.946000000000001,0.23,Chile,2009,8,1
110100,7.747999999999999,0.397,Chile,2009,9,1
110101,9.511,0.33,Chile,2009,10,1
110102,10.784,0.399,Chile,2009,11,1
110103,12.976,0.232,Chile,2009,12,1
110104,14.149,0.297,Chile,2010,1,1
110105,13.473,0.457,Chile,2010,2,1
110106,13.389,0.333,Chile,2010,3,1
110107,9.966,0.264,Chile,2010,4,1
110108,7.545,0.328,Chile,2010,5,1
110109,5.652,0.243,Chile,2010,6,1
110110,4.231,0.376,Chile,2010,7,1
110111,5.806,0.411,Chile,2010,8,1
110112,7.985,0.3720000000000001,Chile,2010,9,1
110113,9.879,0.268,Chile,2010,10,1
110114,11.79,0.334,Chile,2010,11,1
110115,12.689,0.397,Chile,2010,12,1
110116,14.224,0.417,Chile,2011,1,1
110117,14.281,0.403,Chile,2011,2,1
110118,12.333,0.43,Chile,2011,3,1
110119,9.944,0.349,Chile,2011,4,1
110120,7.733,0.281,Chile,2011,5,1
110121,5.87,0.363,Chile,2011,6,1
110122,4.952,0.242,Chile,2011,7,1
110123,5.872999999999999,0.214,Chile,2011,8,1
110124,8.516,0.178,Chile,2011,9,1
110125,9.931,0.258,Chile,2011,10,1
110126,12.26,0.355,Chile,2011,11,1
110127,14.47,0.377,Chile,2011,12,1
110128,15.435,0.405,Chile,2012,1,1
110129,14.048,0.416,Chile,2012,2,1
110130,13.561,0.218,Chile,2012,3,1
110131,10.131,0.465,Chile,2012,4,1
110132,8.043,0.252,Chile,2012,5,1
110133,5.7410000000000005,0.665,Chile,2012,6,1
110134,5.072,0.456,Chile,2012,7,1
110135,6.901,0.3229999999999999,Chile,2012,8,1
110136,8.940000000000003,0.306,Chile,2012,9,1
110137,10.114,0.357,Chile,2012,10,1
110138,12.337,0.291,Chile,2012,11,1
110139,12.948,0.461,Chile,2012,12,1
110140,15.224,0.46,Chile,2013,1,1
110141,14.402,0.305,Chile,2013,2,1
110142,12.105,0.27,Chile,2013,3,1
110143,10.559,0.417,Chile,2013,4,1
110144,8.309,0.399,Chile,2013,5,1
110145,6.683,0.468,Chile,2013,6,1
110146,5.774,0.399,Chile,2013,7,1
110147,5.962999999999999,0.433,Chile,2013,8,1
110148,,,Chile,2013,9,1
112182,-7.151,0.155,China (People's Republic of),1990,1,1
112183,-3.761,0.129,China (People's Republic of),1990,2,1
112184,2.889,0.199,China (People's Republic of),1990,3,1
112185,7.676,0.111,China (People's Republic of),1990,4,1
112186,13.765,0.194,China (People's Republic of),1990,5,1
112187,18.192,0.228,China (People's Republic of),1990,6,1
112188,19.863,0.209,China (People's Republic of),1990,7,1
112189,19.25,0.19,China (People's Republic of),1990,8,1
112190,14.892,0.193,China (People's Republic of),1990,9,1
112191,8.579,0.221,China (People's Republic of),1990,10,1
112192,2.103,0.258,China (People's Republic of),1990,11,1
112193,-4.664999999999999,0.127,China (People's Republic of),1990,12,1
112194,-7.524999999999999,0.192,China (People's Republic of),1991,1,1
112195,-3.9250000000000007,0.109,China (People's Republic of),1991,2,1
112196,1.5810000000000002,0.196,China (People's Republic of),1991,3,1
112197,8.078000000000001,0.102,China (People's Republic of),1991,4,1
112198,13.679,0.153,China (People's Republic of),1991,5,1
112199,18.004,0.14,China (People's Republic of),1991,6,1
112200,20.059,0.21,China (People's Republic of),1991,7,1
112201,18.904,0.216,China (People's Republic of),1991,8,1
112202,14.517,0.171,China (People's Republic of),1991,9,1
112203,7.625999999999999,0.132,China (People's Republic of),1991,10,1
112204,0.087,0.122,China (People's Republic of),1991,11,1
112205,-5.919,0.124,China (People's Republic of),1991,12,1
112206,-7.318,0.132,China (People's Republic of),1992,1,1
112207,-4.629,0.231,China (People's Republic of),1992,2,1
112208,1.406,0.233,China (People's Republic of),1992,3,1
112209,9.359,0.248,China (People's Republic of),1992,4,1
112210,13.682,0.129,China (People's Republic of),1992,5,1
112211,17.22,0.225,China (People's Republic of),1992,6,1
112212,19.272,0.17,China (People's Republic of),1992,7,1
112213,18.496,0.115,China (People's Republic of),1992,8,1
112214,14.042,0.239,China (People's Republic of),1992,9,1
112215,6.686999999999999,0.058,China (People's Republic of),1992,10,1
112216,-0.5650000000000001,0.208,China (People's Republic of),1992,11,1
112217,-5.350999999999999,0.391,China (People's Republic of),1992,12,1
112218,-8.565999999999999,0.108,China (People's Republic of),1993,1,1
112219,-2.4120000000000004,0.129,China (People's Republic of),1993,2,1
112220,2.478,0.205,China (People's Republic of),1993,3,1
112221,8.267999999999999,0.171,China (People's Republic of),1993,4,1
112222,13.219,0.281,China (People's Republic of),1993,5,1
112223,17.599,0.171,China (People's Republic of),1993,6,1
112224,19.234,0.192,China (People's Republic of),1993,7,1
112225,17.883,0.139,China (People's Republic of),1993,8,1
112226,14.403,0.1689999999999999,China (People's Republic of),1993,9,1
112227,7.196000000000001,0.097,China (People's Republic of),1993,10,1
112228,-0.121,0.211,China (People's Republic of),1993,11,1
112229,-6.148,0.199,China (People's Republic of),1993,12,1
112230,-7.049,0.208,China (People's Republic of),1994,1,1
112231,-4.1480000000000015,0.197,China (People's Republic of),1994,2,1
112232,0.893,0.168,China (People's Republic of),1994,3,1
112233,9.235,0.168,China (People's Republic of),1994,4,1
112234,14.597,0.18,China (People's Republic of),1994,5,1
112235,18.31,0.221,China (People's Republic of),1994,6,1
112236,20.522,0.229,China (People's Republic of),1994,7,1
112237,19.494,0.156,China (People's Republic of),1994,8,1
112238,14.241,0.217,China (People's Republic of),1994,9,1
112239,7.047000000000001,0.091,China (People's Republic of),1994,10,1
112240,2.141,0.191,China (People's Republic of),1994,11,1
112241,-5.331,0.189,China (People's Republic of),1994,12,1
112242,-8.067,0.134,China (People's Republic of),1995,1,1
112243,-4.046,0.204,China (People's Republic of),1995,2,1
112244,1.742,0.186,China (People's Republic of),1995,3,1
112245,7.7570000000000014,0.208,China (People's Republic of),1995,4,1
112246,14.218,0.165,China (People's Republic of),1995,5,1
112247,18.426,0.176,China (People's Republic of),1995,6,1
112248,19.738,0.188,China (People's Republic of),1995,7,1
112249,18.81,0.132,China (People's Republic of),1995,8,1
112250,14.66,0.189,China (People's Republic of),1995,9,1
112251,8.334,0.143,China (People's Republic of),1995,10,1
112252,0.89,0.099,China (People's Republic of),1995,11,1
112253,-5.922999999999999,0.073,China (People's Republic of),1995,12,1
112254,-8.036,0.146,China (People's Republic of),1996,1,1
112255,-4.711,0.115,China (People's Republic of),1996,2,1
112256,1.461,0.128,China (People's Republic of),1996,3,1
112257,7.73,0.168,China (People's Republic of),1996,4,1
112258,14.067,0.114,China (People's Republic of),1996,5,1
112259,17.752,0.238,China (People's Republic of),1996,6,1
112260,19.589,0.186,China (People's Republic of),1996,7,1
112261,18.707,0.18,China (People's Republic of),1996,8,1
112262,14.587,0.147,China (People's Republic of),1996,9,1
112263,7.834,0.1369999999999999,China (People's Republic of),1996,10,1
112264,-0.012,0.133,China (People's Republic of),1996,11,1
112265,-5.416,0.171,China (People's Republic of),1996,12,1
112266,-7.127999999999999,0.072,China (People's Republic of),1997,1,1
112267,-4.386,0.131,China (People's Republic of),1997,2,1
112268,3.3120000000000003,0.263,China (People's Republic of),1997,3,1
112269,9.023,0.159,China (People's Republic of),1997,4,1
112270,14.605,0.141,China (People's Republic of),1997,5,1
112271,17.997,0.138,China (People's Republic of),1997,6,1
112272,20.28,0.203,China (People's Republic of),1997,7,1
112273,19.431,0.227,China (People's Republic of),1997,8,1
112274,13.636,0.193,China (People's Republic of),1997,9,1
112275,7.489999999999998,0.186,China (People's Republic of),1997,10,1
112276,0.185,0.103,China (People's Republic of),1997,11,1
112277,-6.037000000000001,0.15,China (People's Republic of),1997,12,1
112278,-8.267000000000001,0.116,China (People's Republic of),1998,1,1
112279,-2.1760000000000006,0.132,China (People's Republic of),1998,2,1
112280,2.1180000000000003,0.161,China (People's Republic of),1998,3,1
112281,10.799,0.128,China (People's Republic of),1998,4,1
112282,14.458,0.205,China (People's Republic of),1998,5,1
112283,18.462,0.14,China (People's Republic of),1998,6,1
112284,20.232,0.119,China (People's Republic of),1998,7,1
112285,19.112,0.112,China (People's Republic of),1998,8,1
112286,15.683,0.1669999999999999,China (People's Republic of),1998,9,1
112287,9.128,0.122,China (People's Republic of),1998,10,1
112288,1.621,0.087,China (People's Republic of),1998,11,1
112289,-4.548,0.148,China (People's Republic of),1998,12,1
112290,-6.332999999999999,0.139,China (People's Republic of),1999,1,1
112291,-1.8440000000000003,0.084,China (People's Republic of),1999,2,1
112292,1.7120000000000002,0.13,China (People's Republic of),1999,3,1
112293,9.692,0.186,China (People's Republic of),1999,4,1
112294,14.245,0.131,China (People's Republic of),1999,5,1
112295,18.468,0.138,China (People's Republic of),1999,6,1
112296,20.246,0.127,China (People's Republic of),1999,7,1
112297,18.964,0.122,China (People's Republic of),1999,8,1
112298,15.317,0.185,China (People's Republic of),1999,9,1
112299,8.084,0.183,China (People's Republic of),1999,10,1
112300,0.974,0.16,China (People's Republic of),1999,11,1
112301,-5.442,0.227,China (People's Republic of),1999,12,1
112302,-8.254,0.249,China (People's Republic of),2000,1,1
112303,-5.5390000000000015,0.141,China (People's Republic of),2000,2,1
112304,2.196,0.158,China (People's Republic of),2000,3,1
112305,8.84,0.121,China (People's Republic of),2000,4,1
112306,15.253,0.139,China (People's Republic of),2000,5,1
112307,18.493,0.248,China (People's Republic of),2000,6,1
112308,20.942,0.196,China (People's Republic of),2000,7,1
112309,19.08,0.249,China (People's Republic of),2000,8,1
112310,14.741,0.14,China (People's Republic of),2000,9,1
112311,7.385999999999999,0.188,China (People's Republic of),2000,10,1
112312,-0.764,0.145,China (People's Republic of),2000,11,1
112313,-5.517,0.133,China (People's Republic of),2000,12,1
112314,-7.728,0.191,China (People's Republic of),2001,1,1
112315,-3.809,0.128,China (People's Republic of),2001,2,1
112316,2.478,0.236,China (People's Republic of),2001,3,1
112317,8.556000000000001,0.183,China (People's Republic of),2001,4,1
112318,14.723,0.179,China (People's Republic of),2001,5,1
112319,18.593,0.177,China (People's Republic of),2001,6,1
112320,20.833,0.127,China (People's Republic of),2001,7,1
112321,19.096,0.134,China (People's Republic of),2001,8,1
112322,15.011,0.235,China (People's Republic of),2001,9,1
112323,8.745999999999999,0.149,China (People's Republic of),2001,10,1
112324,1.406,0.181,China (People's Republic of),2001,11,1
112325,-6.747999999999998,0.171,China (People's Republic of),2001,12,1
112326,-5.917000000000001,0.123,China (People's Republic of),2002,1,1
112327,-1.7200000000000002,0.116,China (People's Republic of),2002,2,1
112328,3.86,0.218,China (People's Republic of),2002,3,1
112329,9.195,0.154,China (People's Republic of),2002,4,1
112330,14.157,0.148,China (People's Republic of),2002,5,1
112331,18.738,0.125,China (People's Republic of),2002,6,1
112332,20.319000000000003,0.201,China (People's Republic of),2002,7,1
112333,19.284,0.123,China (People's Republic of),2002,8,1
112334,14.272,0.1639999999999999,China (People's Republic of),2002,9,1
112335,7.4769999999999985,0.247,China (People's Republic of),2002,10,1
112336,0.246,0.193,China (People's Republic of),2002,11,1
112337,-6.363,0.214,China (People's Republic of),2002,12,1
112338,-7.209,0.246,China (People's Republic of),2003,1,1
112339,-2.8050000000000006,0.166,China (People's Republic of),2003,2,1
112340,2.331,0.177,China (People's Republic of),2003,3,1
112341,9.037,0.217,China (People's Republic of),2003,4,1
112342,13.892,0.231,China (People's Republic of),2003,5,1
112343,18.086,0.279,China (People's Republic of),2003,6,1
112344,19.766,0.246,China (People's Republic of),2003,7,1
112345,18.971,0.245,China (People's Republic of),2003,8,1
112346,15.089,0.228,China (People's Republic of),2003,9,1
112347,8.142000000000001,0.291,China (People's Republic of),2003,10,1
112348,0.534,0.133,China (People's Republic of),2003,11,1
112349,-5.569999999999999,0.155,China (People's Republic of),2003,12,1
112350,-7.353999999999999,0.236,China (People's Republic of),2004,1,1
112351,-2.7440000000000007,0.181,China (People's Republic of),2004,2,1
112352,3.138,0.211,China (People's Republic of),2004,3,1
112353,10.284,0.192,China (People's Republic of),2004,4,1
112354,14.171,0.2,China (People's Republic of),2004,5,1
112355,18.159,0.273,China (People's Republic of),2004,6,1
112356,19.886,0.193,China (People's Republic of),2004,7,1
112357,18.757,0.192,China (People's Republic of),2004,8,1
112358,14.795,0.113,China (People's Republic of),2004,9,1
112359,7.661,0.225,China (People's Republic of),2004,10,1
112360,1.002,0.207,China (People's Republic of),2004,11,1
112361,-5.202000000000001,0.132,China (People's Republic of),2004,12,1
112362,-7.648,0.256,China (People's Republic of),2005,1,1
112363,-5.73,0.196,China (People's Republic of),2005,2,1
112364,2.237,0.14,China (People's Republic of),2005,3,1
112365,9.581,0.186,China (People's Republic of),2005,4,1
112366,14.079,0.142,China (People's Republic of),2005,5,1
112367,19.03,0.198,China (People's Republic of),2005,6,1
112368,20.465,0.18,China (People's Republic of),2005,7,1
112369,18.861,0.1639999999999999,China (People's Republic of),2005,8,1
112370,15.706,0.088,China (People's Republic of),2005,9,1
112371,8.201,0.183,China (People's Republic of),2005,10,1
112372,1.359,0.129,China (People's Republic of),2005,11,1
112373,-7.178999999999999,0.166,China (People's Republic of),2005,12,1
112374,-7.001999999999999,0.231,China (People's Republic of),2006,1,1
112375,-3.224,0.172,China (People's Republic of),2006,2,1
112376,2.53,0.233,China (People's Republic of),2006,3,1
112377,8.887,0.278,China (People's Republic of),2006,4,1
112378,14.524,0.226,China (People's Republic of),2006,5,1
112379,18.417,0.221,China (People's Republic of),2006,6,1
112380,20.615,0.206,China (People's Republic of),2006,7,1
112381,20.066,0.17,China (People's Republic of),2006,8,1
112382,14.797,0.105,China (People's Republic of),2006,9,1
112383,9.595,0.131,China (People's Republic of),2006,10,1
112384,1.694,0.178,China (People's Republic of),2006,11,1
112385,-5.523,0.126,China (People's Republic of),2006,12,1
112386,-6.791,0.12,China (People's Republic of),2007,1,1
112387,-1.1770000000000005,0.138,China (People's Republic of),2007,2,1
112388,2.673,0.171,China (People's Republic of),2007,3,1
112389,9.246,0.143,China (People's Republic of),2007,4,1
112390,15.425999999999998,0.129,China (People's Republic of),2007,5,1
112391,18.807,0.153,China (People's Republic of),2007,6,1
112392,20.174,0.095,China (People's Republic of),2007,7,1
112393,19.787,0.121,China (People's Republic of),2007,8,1
112394,14.989,0.196,China (People's Republic of),2007,9,1
112395,8.052999999999999,0.12,China (People's Republic of),2007,10,1
112396,1.012,0.099,China (People's Republic of),2007,11,1
112397,-4.678,0.144,China (People's Republic of),2007,12,1
112398,-8.899999999999997,0.244,China (People's Republic of),2008,1,1
112399,-6.205,0.258,China (People's Republic of),2008,2,1
112400,4.336,0.175,China (People's Republic of),2008,3,1
112401,9.603,0.135,China (People's Republic of),2008,4,1
112402,14.874,0.136,China (People's Republic of),2008,5,1
112403,18.462,0.22,China (People's Republic of),2008,6,1
112404,20.28,0.107,China (People's Republic of),2008,7,1
112405,18.826,0.202,China (People's Republic of),2008,8,1
112406,15.071,0.1639999999999999,China (People's Republic of),2008,9,1
112407,8.635,0.12,China (People's Republic of),2008,10,1
112408,0.84,0.154,China (People's Republic of),2008,11,1
112409,-5.029,0.139,China (People's Republic of),2008,12,1
112410,-6.920999999999999,0.157,China (People's Republic of),2009,1,1
112411,-1.879,0.177,China (People's Republic of),2009,2,1
112412,2.721,0.133,China (People's Republic of),2009,3,1
112413,10.277,0.217,China (People's Republic of),2009,4,1
112414,14.555,0.147,China (People's Republic of),2009,5,1
112415,18.412,0.116,China (People's Republic of),2009,6,1
112416,20.251,0.238,China (People's Republic of),2009,7,1
112417,19.157,0.237,China (People's Republic of),2009,8,1
112418,15.26,0.121,China (People's Republic of),2009,9,1
112419,8.934999999999997,0.125,China (People's Republic of),2009,10,1
112420,-0.926,0.202,China (People's Republic of),2009,11,1
112421,-6.127999999999999,0.159,China (People's Republic of),2009,12,1
112422,-6.718999999999999,0.264,China (People's Republic of),2010,1,1
112423,-3.886,0.244,China (People's Republic of),2010,2,1
112424,1.7360000000000002,0.19,China (People's Republic of),2010,3,1
112425,7.349,0.162,China (People's Republic of),2010,4,1
112426,14.293,0.182,China (People's Republic of),2010,5,1
